attribute_id,attribute_name,DisToAll,Chicken,Pizza,Burger,Salad,Pasta,Sushi,Steak,Tacos,Soup,Sandwich,Fries,Hotdog,Curry,Rice,Fish,Cake
1,frying,2.82076,0.390567,0.0867926,0,0.173585,0.694341,0.260378,0.173585,0.0867926,0.173585,0.0433963,0.303774,0,0,0,0.260378,0.173585
2,oysters,2.53383,0.244225,0,0,0.0305281,0.274753,0.152641,0.0915844,0.702147,0.213697,0.0305281,0.213697,0,0,0,0.48845,0.0915844
3,cupcake,1.73205,0,0.69282,0,0,0.11547,0,0,0,0,0.11547,0,0.11547,0,0,0,0.69282
4,breakfast,2.73411,0.32339,0.705577,0,0.176394,0.0881972,0.293991,0.205793,0,0.176394,0.382188,0.176394,0,0,0.117596,0,0.0881972
5,tortilla,2.76242,0.170872,0.455657,0,0.0854358,0.341743,0.113914,0.0284786,0.19935,0.512615,0.19935,0.142393,0,0,0,0,0.512615
6,clam,2.30677,0.427179,0.256307,0,0,0.170872,0,0.683486,0,0.427179,0.256307,0,0,0,0,0.0854358,0
7,boneless,1.40329,0.613941,0,0,0,0,0,0.789352,0,0,0,0,0,0,0,0,0
8,cracker,1.89624,0.0729325,0.729325,0,0,0,0,0.437595,0,0.0729325,0.510527,0,0,0,0,0,0.0729325
9,dinners,2.59248,0,0.304997,0,0.457496,0.457496,0.304997,0.457496,0.304997,0,0,0,0,0,0,0,0.304997
10,custard,2.40159,0.153293,0.102195,0,0.255488,0.20439,0,0.255488,0,0.102195,0.510976,0.102195,0,0,0,0,0.715367
11,lemon,1.22818,0.0280193,0.00933978,0,0.0373591,0.00466989,0,0.0186796,0,0.0466989,0.0140097,0,0,0.994687,0,0,0.0747182
12,chili,1.61972,0.0791595,0.0669811,0,0.0548027,0.0182676,0.00608919,0.109605,0.115695,0.0913379,0.030446,0.030446,0,0.97427,0,0.030446,0.0121784
13,pepper,1.25652,0.0448759,0,0,0.0280474,0.0168285,0,0.0448759,0,0.0841423,0,0,0,0.992879,0.0448759,0,0
14,sugar,2.4562,0.249783,0,0,0.124892,0.166522,0,0,0,0.166522,0,0.0416305,0,0.541197,0.666089,0.291414,0.208153
15,fry,1.30806,0.0392417,0,0,0.0196208,0.00654028,0,0.0392417,0,0.0327014,0.0261611,0.0588625,0,0.994123,0.0392417,0.0327014,0.0196208
16,grits,2.76041,0.230034,0.16431,0,0.16431,0.624379,0.197172,0.230034,0.131448,0.558655,0.0657241,0.197172,0,0,0,0,0.197172
17,dessert,2.6756,0.06689,0.356747,0,0.434785,0.189522,0.624307,0.0780383,0.0557417,0.111483,0.323302,0.0891867,0,0,0,0,0.345598
18,mozzarella,2.19393,0.11547,0.057735,0,0,0.34641,0,0.288675,0,0.404145,0.750555,0.23094,0,0,0,0,0
19,bread,2.30499,0.126109,0.560483,0.0280242,0.0910785,0.0840725,0.0420362,0.126109,0,0.105091,0.126109,0.763658,0,0.0490423,0.0420362,0.0140121,0.147127
20,espresso,2.40192,0.0533761,0.747265,0,0,0.373632,0.160128,0,0.320256,0.0533761,0.26688,0.26688,0,0,0,0,0.160128
21,freshly,1.91237,0.478091,0,0,0,0.597614,0,0,0,0.597614,0,0,0,0,0,0,0.239046
22,yeast,1.66667,0,0,0,0,0,0,0,0,0.666667,0,0.333333,0,0,0,0,0.666667
23,barbecue,2.66444,0.255907,0.27096,0.120427,0,0.165587,0.617187,0.526867,0.0903201,0.0903201,0.36128,0.0752667,0,0,0,0,0.0903201
24,rub,2.19089,0.365148,0,0,0,0.365148,0,0.365148,0,0.547723,0,0,0,0,0,0,0.547723
25,potatoes,2.78136,0.319173,0.0455961,0,0.592749,0.410365,0,0.0455961,0,0.273576,0.22798,0.22798,0,0.410365,0.136788,0,0.0911921
26,gravy,2.82712,0.324956,0.162478,0,0.324956,0.194974,0.324956,0.389948,0,0.194974,0.584921,0.292461,0,0,0,0,0.0324956
27,filet,1.80097,0.0806405,0,0.228481,0.0268802,0.0537603,0.0672004,0.927366,0.0537603,0,0.228481,0.134401,0,0,0,0,0
28,deli,1.98041,0.0318686,0.218527,0.814925,0.013658,0,0.386976,0.0728425,0.0364212,0.013658,0.35966,0.0318686,0,0,0,0,0
29,bunches,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,chops,1.66886,0.333773,0,0,0.0770244,0.0770244,0,0.924293,0,0.0770244,0.102699,0.0770244,0,0,0,0,0
31,sauteed,2.63154,0.514208,0,0,0.0604951,0.514208,0.151238,0.48396,0.0907426,0.151238,0,0.181485,0,0,0,0.36297,0.12099
32,beans,1.86311,0.114653,0.034396,0,0.206376,0.0745246,0,0.0114653,0.0229306,0.103188,0.00573266,0.0401286,0,0.177712,0.940156,0.0515939,0.0802572
33,ravioli,2.34286,0.127329,0.0763975,0,0.331056,0.30559,0.0763975,0.101863,0.101863,0.229192,0.814907,0.178261,0,0,0,0,0
34,pillsbury,1.07375,0,0,0.997054,0,0,0,0,0,0,0,0.0766965,0,0,0,0,0
35,kfc,1.08074,0.0066168,0.0308784,0.999136,0,0,0,0.00882239,0.0044112,0,0.0242616,0.0066168,0,0,0,0,0
36,macy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,chain,1.35365,0.153243,0.178783,0.970538,0,0,0,0,0,0,0.0510809,0,0,0,0,0,0
38,buns,3.05537,0.465581,0.203692,0.174593,0.116395,0.0872964,0.261889,0.349186,0.407383,0.145494,0.49468,0.23279,0,0,0,0,0.116395
39,glass,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,apricot,1.34715,0,0,0,0.19245,0,0,0,0,0.19245,0,0,0,0,0,0,0.96225
41,peach,1.63299,0,0,0,0.680414,0,0,0,0,0.272166,0,0,0,0,0,0,0.680414
42,cheeseburger,2.33778,0.0748088,0.112213,0.187022,0.0374044,0.0187022,0.224427,0.635875,0.280533,0.0187022,0.0748088,0.635875,0,0,0,0,0.0374044
43,risotto,2.53617,0.166306,0,0,0.415765,0.561283,0.0831531,0.166306,0.582072,0.291036,0.0623648,0.12473,0,0,0,0,0.0831531
44,lard,1.78885,0.111803,0,0,0,0.33541,0,0,0.111803,0.223607,0,0.894427,0,0,0,0,0.111803
45,burrata,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,orzo,1.5404,0,0,0,0.496904,0.844737,0,0,0,0.198762,0,0,0,0,0,0,0
47,baked,2.83423,0.194125,0.326131,0,0.23295,0.163065,0.0698851,0.0931802,0.21742,0.132005,0.667791,0.419311,0,0,0.0310601,0.01553,0.271776
48,brisket,1.67506,0.394132,0,0,0,0.0985329,0,0.886796,0,0,0.197066,0.0985329,0,0,0,0,0
49,cookies,2.05183,0.0244266,0.537385,0,0.122133,0.0977064,0,0.0244266,0,0.122133,0.195413,0.14656,0,0,0,0,0.781651
50,ribeye,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,butter,2.88589,0.387657,0.301511,0,0.129219,0.172292,0,0.0861461,0,0.301511,0.129219,0.387657,0,0.258438,0.129219,0,0.603023
52,eat,2.79727,0.666016,0.319688,0,0.106563,0.106563,0.159844,0.133203,0.186484,0.479531,0.213125,0.239766,0,0,0.0532813,0,0.133203
53,looper,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54,barbecued,1.67045,0.122934,0.0144628,0.0289256,0.0289256,0.0144628,0.0506198,0.282024,0.940081,0.0144628,0.115702,0.0578511,0,0,0,0,0
55,pesto,2.27091,0.0801498,0.0534332,0,0.774781,0.454182,0,0.1603,0.187016,0.320599,0.106866,0.0801498,0,0,0,0,0.0534332
56,carnitas,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,hesed,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58,pbj,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59,empanada,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,hame,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,mitzva,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,pepperoni,2.32634,0.0887916,0.728091,0.142067,0.053275,0.0355166,0,0.337408,0.124308,0.0887916,0.497233,0.230858,0,0,0,0,0
63,diner,1.9304,0,0.540512,0.138989,0,0,0.725831,0.108102,0,0,0.38608,0.0308864,0,0,0,0,0
64,whopper,1.78017,0,0.118678,0.890086,0,0,0,0.178017,0.0593391,0,0.356034,0.178017,0,0,0,0,0
65,n-out,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,sarel,1.31995,0,0,0.913812,0,0,0,0,0,0,0,0.406138,0,0,0,0,0
67,drugmaker,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,veggie,1.58299,0.0765964,0.0765964,0.944689,0,0,0,0.0765964,0,0.0255321,0.102129,0.280854,0,0,0,0,0
69,waitrose,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,seafood,2.11888,0.0724405,0.0362202,0.144881,0.0181101,0.0724405,0.525193,0,0.199211,0.0724405,0.0905506,0.0181101,0,0,0.0362202,0.796845,0.0362202
71,spiced,2.79602,0.486265,0.121566,0,0.607831,0.364698,0,0.162088,0.162088,0.243132,0.0810441,0.20261,0,0.283654,0,0,0.0810441
72,fajitas,1.18623,0.0112975,0.0790822,0,0,0,0,0.0564873,0.994176,0,0,0.0451898,0,0,0,0,0
73,vegetables,1.83534,0.130513,0.00815708,0,0.114199,0.0734138,0.0897279,0.0163142,0.00815708,0.0734138,0.0489425,0.0244713,0,0.0570996,0.954379,0.171299,0.0652567
74,bearnaise,1.34164,0,0,0,0,0.447214,0,0,0.894427,0,0,0,0,0,0,0,0
75,combine,2.12132,0.117851,0.707107,0,0.117851,0.471405,0,0,0,0.353553,0,0,0,0,0,0,0.353553
76,sips,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77,cheese,2.55073,0.113872,0.227744,0.0759146,0.204969,0.10628,0.00759146,0.326433,0.0227744,0.144238,0.78192,0.334024,0,0.0455488,0,0.00759146,0.151829
78,cheesecake,2.32148,0,0.443813,0,0.102418,0.102418,0.273115,0.170697,0,0.136558,0.307255,0.0341394,0,0,0,0,0.751068
79,noodles,2,0.75,0,0,0,0.5,0,0.25,0,0.25,0,0,0,0,0.25,0,0
80,honey,2.7411,0.349927,0,0,0.0874818,0.0874818,0.0291606,0.174964,0,0.408248,0.145803,0.204124,0,0.262445,0.145803,0.145803,0.699854
81,fishers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,edible,1.96253,0.233635,0,0,0.0934539,0.140181,0,0,0,0.140181,0,0,0,0,0.233635,0.887812,0.233635
83,shark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84,infected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,toast,2.70462,0.0726074,0.308581,0,0.0907592,0.290429,0.0726074,0.127063,0.0363037,0.290429,0.181518,0.326733,0,0,0.181518,0,0.726074
86,blender,1.88982,0,0,0,0.251976,0.377964,0,0,0,0.629941,0,0,0,0,0,0,0.629941
87,gourmet,1.99896,0.00706348,0.48738,0.64984,0.0282539,0.00706348,0.572142,0.0565078,0.00706348,0.0565078,0.0494444,0.0423809,0,0,0,0,0.0353174
88,meringue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,breads,2.59477,0.0617802,0.370681,0,0.679582,0.308901,0,0.0617802,0.12356,0.12356,0.185341,0.370681,0,0,0,0,0.308901
90,sauce,3.21512,0.242346,0.17772,0,0.597786,0.258502,0.17772,0.323128,0.242346,0.145407,0.274658,0.193877,0,0.226189,0,0.0323128,0.323128
91,cheeseburgers,2.24849,0.0377897,0.207843,0.188948,0,0.0944742,0.151159,0.321212,0.340107,0,0.0944742,0.812479,0,0,0,0,0
92,broiled,1.42813,0.095664,0,0,0.0136663,0.00683315,0.0341657,0.116163,0.983973,0.0273326,0.0341657,0.0683315,0,0,0,0.0204994,0.0273326
93,sausages,1.50654,0.0381939,0.0169751,0.0233407,0.0148532,0.0148532,0.0275845,0.0976067,0.019097,0.019097,0.0403158,0.229164,0.965458,0,0,0,0
94,scallops,2.67723,0.361787,0,0,0.28943,0.217072,0,0.434145,0.28943,0.434145,0,0.144715,0,0,0,0.506502,0
95,stew,2.68893,0.273095,0.0420146,0.0630219,0.126044,0.0840292,0.168058,0.588204,0,0.210073,0.126044,0.609211,0,0.294102,0.0210073,0.0630219,0.0210073
96,tripe,1.94145,0.27735,0,0,0,0.5547,0,0,0,0.5547,0,0.5547,0,0,0,0,0
97,lasagne,1.40556,0,0,0,0,0,0.780869,0,0.624695,0,0,0,0,0,0,0,0
98,yogurt,2.95065,0.268241,0.459841,0,0.344881,0.344881,0.1916,0.0766402,0.0383201,0.459841,0.383201,0.15328,0,0,0,0,0.229921
99,cocktail,2.99253,0.399004,0.399004,0,0.0997509,0.199502,0.54863,0.199502,0.149626,0.249377,0.249377,0.149626,0,0,0,0,0.349128
100,florist,1.34164,0,0.447214,0,0,0,0.894427,0,0,0,0,0,0,0,0,0,0
101,noodle,1.3735,0.0361449,0.104419,0.0240966,0.0240966,0.0160644,0.98796,0.0120483,0.00803219,0.0682736,0.0722897,0.0120483,0,0,0,0,0.00803219
102,bean,1.3665,0.0398309,0.0122556,0.0245113,0.0428948,0.0183835,0,0.0214474,0,0.0520865,0.0275752,0.0122556,0,0.992707,0.0612782,0.0183835,0.0428948
103,cinnamon,1.98777,0.0552158,0,0,0.110432,0.0552158,0,0,0,0.38651,0.110432,0,0,0.552158,0,0,0.717805
104,ginger,1.08695,0.024544,0,0,0.00701258,0.0140252,0,0.0175315,0,0.0140252,0,0,0,0.999293,0.00350629,0,0.00701258
105,cook,1.45074,0.0498107,0,0,0.0809423,0.0124527,0,0.0311317,0,0.037358,0.0124527,0.0435843,0,0.98376,0.124527,0.0498107,0.0249053
106,dill,1.26648,0,0,0,0.0703598,0.0703598,0,0,0,0.14072,0,0,0,0.985037,0,0,0
107,potato,2.82342,0.238905,0.0868744,0,0.347498,0.0868744,0.108593,0.0868744,0,0.325779,0.477809,0.608121,0,0.108593,0.0434372,0.0434372,0.260623
108,hedonist,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109,napoletana,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,samatha,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,sharp-tongued,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,whale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,wild,1.01031,0.0103621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999946,0
114,cats,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,fruits,1.79762,0,0,0,0,0.108947,0,0,0,0.217894,0,0,0,0,0.871576,0.326841,0.272367
116,water,1.09919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104685,0.994505,0
117,mixes,1.41421,0,0,0,0,0,0,0,0,0.707107,0,0,0,0,0,0,0.707107
118,eggplant,2.64281,0.367057,0,0,0.318116,0.587291,0,0.367057,0.220234,0.440468,0.146823,0.0734113,0,0,0,0,0.122352
119,translucent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,souffle,1.97497,0.105802,0.0705346,0,0,0.282138,0,0.0705346,0,0.282138,0.176336,0.105802,0,0,0,0,0.881682
121,recipe,2.39168,0.206689,0.206689,0,0.295269,0.0295269,0,0.0885808,0,0.38385,0.265742,0.0885808,0,0.0590539,0,0,0.7677
122,entrees,2.92523,0.112509,0.225018,0,0.450035,0.112509,0.281272,0.393781,0.450035,0.281272,0.225018,0.393781,0,0,0,0,0
123,filling,2.35393,0.181071,0.271607,0,0.362143,0.271607,0,0,0,0.362143,0.181071,0,0,0,0,0,0.724286
124,asparagus,2.49271,0.218112,0,0,0.28043,0.218112,0,0.778971,0.0623177,0.311588,0.0311588,0.186953,0,0,0,0.186953,0.218112
125,meatball,2.60363,0.202224,0.278058,0.151668,0.151668,0.025278,0.37917,0.101112,0.151668,0.176946,0.75834,0.227502,0,0,0,0,0
126,sirloin,1.06215,0.0475592,0,0,0,0,0,0.998743,0,0,0.0158531,0,0,0,0,0,0
127,grouper,1.48149,0.227921,0,0,0,0,0,0.911685,0,0,0,0,0,0,0,0.341882,0
128,bacon,2.479,0.13901,0.0695048,0.208514,0.278019,0.115841,0,0.301187,0,0.13901,0.115841,0.834058,0,0.0926731,0.0695048,0.0231683,0.0926731
129,pancake,2.32629,0.0840828,0.280276,0,0.448441,0.0840828,0,0.168166,0,0.0840828,0.364359,0.0840828,0,0,0,0,0.728717
130,mcdonald,1.11638,0,0.0221065,0.994794,0,0,0,0,0,0,0,0,0,0.0994794,0,0,0
131,butcher,1.35997,0.0130766,0.0784599,0.967672,0,0,0,0.0392299,0,0,0.0130766,0.0130766,0,0.23538,0,0,0
132,pastry,2.64147,0.143336,0.307148,0,0.143336,0.204765,0.081906,0.286671,0,0.163812,0.389054,0.204765,0,0,0,0,0.716678
133,omelet,2.60528,0.0878185,0.234183,0,0.0292728,0.146364,0.292728,0.20491,0.117091,0.0878185,0.731821,0.292728,0,0,0,0,0.380547
134,hamburgers,2.01936,0.0560069,0.224027,0.868106,0.00933448,0.00933448,0.174244,0.14624,0.0871218,0.0155575,0.0528954,0.360933,0,0,0,0.0155575,0
135,supermarket,1.58295,0,0.52221,0.832272,0,0,0,0,0,0,0.17951,0.0489572,0,0,0,0,0
136,lobster,2.78334,0.240289,0.0500601,0.0800962,0.0700842,0.0500601,0.550661,0.510613,0.230276,0.15018,0.290349,0.0800962,0,0,0,0.440529,0.0400481
137,marinated,2.05704,0.167134,0,0,0.179991,0.0642824,0.115708,0.912811,0.115708,0.179991,0.179991,0.0899954,0,0,0,0.0514259,0
138,rack,2.00832,0,0.182574,0,0,0.365148,0,0.273861,0,0.0912871,0.821584,0,0,0,0,0,0.273861
139,kosher,1.85934,0.845154,0.169031,0,0,0,0,0.169031,0,0.338062,0.338062,0,0,0,0,0,0
140,pickles,2.75448,0.231685,0.0514856,0.128714,0.617827,0.308913,0.128714,0.205942,0.0772283,0.128714,0.0514856,0.205942,0,0.566341,0,0,0.0514856
141,condiment,1.77165,0.0885823,0.0531494,0,0.212598,0.0885823,0.938973,0.0354329,0.0708659,0.0177165,0.212598,0.0531494,0,0,0,0,0
142,grill,1.99068,0.15641,0.270163,0.0426574,0.0853148,0.0426574,0.0853148,0.895805,0,0.0284383,0.270163,0.0853148,0,0,0,0,0.0284383
143,agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,wheat,1.03694,0.0103281,0,0,0,0,0,0,0,0,0,0,0,0.0165249,0.999757,0.0103281,0
145,oil,1.01504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999885,0.0151498,0
146,cooked,3.40415,0.345599,0.13824,0,0.449279,0.345599,0.0863997,0.224639,0.172799,0.345599,0.13824,0.190079,0,0.13824,0.276479,0.15552,0.397439
147,crayfish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,eaten,2.44967,0.382219,0.121615,0,0,0.0521207,0.0868679,0.0694943,0.0694943,0.24323,0.312724,0.208483,0,0,0.0694943,0.781811,0.0521207
149,shrimp,1.57007,0.0719117,0.0419485,0,0.0539338,0.0299632,0.0659191,0.0719117,0.083897,0.0479412,0.0479412,0.0359559,0,0,0.00599265,0.982794,0.0299632
150,forage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,eats,2.53251,0.434145,0.217072,0,0.0723575,0,0.434145,0.144715,0,0.434145,0.0723575,0.144715,0,0,0,0.57886,0
152,beverage,1.62503,0.0773823,0.619059,0.773823,0,0,0,0,0,0.0773823,0,0.0773823,0,0,0,0,0
153,flatbread,2.67723,0.217072,0.434145,0,0.144715,0.361787,0,0.28943,0.651217,0.217072,0.0723575,0.217072,0,0,0,0,0.0723575
154,macaroni,2.71233,0.173867,0.295574,0.121707,0.0869335,0.226027,0,0.469441,0.0521601,0.295574,0.226027,0.660695,0,0,0,0,0.10432
155,caramel,1.29279,0,0,0,0.0680414,0.102062,0,0,0,0.102062,0,0.0340207,0,0,0,0,0.9866
156,cream,2.81668,0.228379,0.406008,0,0.126877,0.101502,0,0.203004,0,0.431383,0.380632,0.203004,0,0.177628,0,0,0.558261
157,diced,2.08958,0.597022,0,0,0.597022,0.199007,0,0.298511,0,0.398015,0,0,0,0,0,0,0
158,rosemary,1.30769,0.384615,0,0,0,0,0,0,0,0,0,0,0,0.923077,0,0,0
159,sweet,2.17271,0.401116,0.0334263,0,0.0668526,0.0334263,0,0.0668526,0,0.200558,0,0,0,0.701953,0.0668526,0.0668526,0.534821
160,framboise,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
161,empanadas,1.13342,0,0,0,0,0.0462621,0.0925242,0,0.994635,0,0,0,0,0,0,0,0
162,tortas,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163,shellfish,1.3246,0.0575912,0,0,0,0,0.172774,0,0.0863868,0.0287956,0,0,0,0,0,0.979051,0
164,rich,1.20379,0,0,0,0,0,0,0,0,0,0,0,0,0.164153,0.984916,0.0547176,0
165,corn,1.29359,0.0415374,0,0,0.0118678,0.0118678,0,0,0,0.0118678,0.0118678,0.0178017,0,0.10681,0.990963,0.0474713,0.0415374
166,fruit,2.48296,0.196023,0.0871214,0,0.196023,0.065341,0.0217803,0,0.0217803,0.130682,0.152462,0,0,0.108902,0.740532,0.283144,0.479168
167,braised,1.90854,0.216879,0,0,0.195191,0.0867518,0,0.910894,0.0433759,0.10844,0.130128,0.216879,0,0,0,0,0
168,cucumbers,1.89737,0.158114,0,0,0.158114,0.474342,0,0.316228,0,0.790569,0,0,0,0,0,0,0
169,lamb,2.73772,0.293804,0.0267094,0.387287,0.120192,0,0,0.534189,0,0.0667736,0.120192,0.507479,0,0.360577,0.22703,0.0667736,0.0267094
170,vessels,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,animal,1.0253,0.0256326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999671,0
172,enchiladas,1.57462,0.117509,0.0587544,0,0.0352527,0.0705053,0.0587544,0.0352527,0.975324,0.105758,0,0.0940071,0,0,0,0,0.0235018
173,takeout,2.1232,0.0111748,0.335243,0.335243,0,0.044699,0.815757,0.0111748,0.268194,0.0558738,0.156447,0.089398,0,0,0,0,0
174,anchovies,2.28748,0.304997,0,0,0.304997,0.609994,0,0,0.152499,0.457496,0,0.457496,0,0,0,0,0
175,meats,2.66718,0.222265,0.065372,0.287637,0.065372,0.0522976,0.156893,0.575274,0.287637,0.065372,0.104595,0.627572,0,0.0392232,0.0784465,0.0392232,0
176,sauces,2.75599,0.1325,0.0529999,0,0.556499,0.423999,0.344499,0.159,0.476999,0.106,0.1855,0.264999,0,0,0,0,0.0529999
177,flakes,2.04101,0,0,0,0.604743,0.453557,0,0,0,0.377964,0,0,0,0.0755929,0,0,0.52915
178,dumpling,2.41209,0.150756,0.301511,0,0.376889,0.226134,0.753778,0,0.150756,0.301511,0.0753778,0,0.0753778,0,0,0,0
179,waffles,2.31159,0.100504,0.100504,0,0.251259,0.100504,0.150756,0.100504,0,0.201008,0.201008,0.854282,0,0,0,0,0.251259
180,gnocchi,1.84464,0,0,0,0.189194,0.851371,0,0,0,0.141895,0.0472984,0.425685,0,0,0,0,0.189194
181,flan,1.7669,0,0,0,0.220863,0.552158,0,0,0,0.220863,0,0,0,0,0,0,0.773021
182,apples,2.55056,0.185496,0,0,0.231869,0.139122,0.185496,0,0,0.139122,0.231869,0,0,0.278243,0.788356,0.0927478,0.278243
183,mini-movie,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
184,flyswatter,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
185,macanudo,1.34164,0,0,0,0,0,0,0,0.894427,0,0,0,0.447214,0,0,0,0
186,xenophobe,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,tenderloin,1.75051,0.167328,0.0900997,0.0643569,0.0128714,0.0643569,0,0.952483,0.115842,0.0514856,0.167328,0.0643569,0,0,0,0,0
188,fried,3.02566,0.0928931,0.141551,0.362725,0.128281,0.0796226,0.252138,0.287526,0.482159,0.0751992,0.39369,0.513124,0,0.0663522,0.0221174,0.0884696,0.0398113
189,printemps,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,manjil,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
191,lako,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
192,kaante,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
193,4-manifold,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
194,bistro,1.7231,0,0.430775,0,0,0.0717958,0.86155,0,0.143592,0,0.215387,0,0,0,0,0,0
195,fashioned,1.46059,0,0.912871,0,0,0,0,0,0,0.182574,0.365148,0,0,0,0,0,0
196,bouillabaisse,1.28745,0,0,0,0,0.351123,0,0,0.936329,0,0,0,0,0,0,0,0
197,darkwing,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
198,bhang,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
199,tatts,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200,firewater,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
201,campari,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202,mussels,1.68585,0.0936586,0,0,0,0.0468293,0,0.234146,0.374634,0.0468293,0,0,0,0,0,0.889757,0
203,cod,1.16731,0.0432338,0,0,0,0,0,0,0,0,0.0432338,0.0864675,0,0,0,0.994377,0
204,tuna,2.26899,0.286609,0,0,0.119421,0.0477682,0.262725,0.0716523,0.262725,0.191073,0.0477682,0.143305,0,0,0,0.835944,0
205,dried,2.35115,0.427482,0,0,0.071247,0.213741,0,0,0,0.641223,0,0,0,0,0.213741,0.356235,0.427482
206,ostrich,1.70941,0.569803,0,0,0,0,0,0.455842,0,0,0,0,0,0,0,0.683763,0
207,frogs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208,milk,2.79303,0.698257,0.199502,0,0.0997509,0.149626,0,0,0,0.399004,0.199502,0.199502,0,0.249377,0.299253,0.199502,0.0997509
209,seaweed,2.50217,0.312772,0,0,0.417029,0.208514,0.521286,0,0,0.521286,0,0,0,0,0,0.312772,0.208514
210,salmon,1.16889,0.0481307,0,0,0.0137516,0,0,0.0137516,0,0.0481307,0,0.0275033,0,0,0.00687582,0.996993,0.0137516
211,livestock,1.19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21693,0.976187,0
212,migrating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213,onions,1.32328,0.0402347,0,0,0.129645,0.0223526,0,0.0536463,0,0.0134116,0.00447053,0.0223526,0,0.987986,0.0357642,0.00894105,0.00447053
214,sausage,2.39528,0.12408,0.167238,0.161843,0.0269739,0.0917112,0.0539478,0.388424,0.0377634,0.097106,0.490925,0.717505,0,0,0,0.0107896,0.0269739
215,sugarcane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216,barley,1.44314,0.120261,0,0,0.0171802,0.0343604,0,0,0,0.0687208,0,0.0687208,0,0.120261,0.979272,0.0343604,0
217,maize,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
218,farmer,1.35675,0,0,0,0,0,0,0,0,0,0,0,0,0.877896,0.478852,0,0
219,menu,2.65583,0.119363,0.626656,0.208885,0.0895223,0.119363,0.447612,0.119363,0.0895223,0.179045,0.507293,0.119363,0,0,0,0,0.0298408
